id,prompt,response
186,Construct a C++ algorithm to sort a number using recursion,"int sort(int n) {
    if (n <= 1) return n;
    return sort(n - 1) + sort(n - 2);
}
int main() {
    cout << sort(5);
    return 0;
}"
187,Create a C++ class for Rectangle with withdraw functionality,"class Rectangle {
private:
    int value;
public:
    void withdraw() {
        // TODO: implement withdraw logic
    }
};"
188,Create a C++ class for Student with withdraw functionality,"class Student {
private:
    int value;
public:
    void withdraw() {
        // TODO: implement withdraw logic
    }
};"
189,Write a C++ program to count three numbers,"// C++ program to write a c++ program to count three numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
190,Generate a C++ template function to sort two variables of type T,"void sortArray(int arr[], int n) {
    // TODO: implement sort logic
}
int main() {
    int arr[10];
    sortArray(arr, 10);
    return 0;
}"
191,Design a C++ structure to represent a Circle with fields x and y,"struct Circle {
    // Fields: x and y
};"
192,Construct a C++ algorithm to sum a number using recursion,"int sum(int n) {
    if (n <= 1) return n;
    return sum(n - 1) + sum(n - 2);
}
int main() {
    cout << sum(5);
    return 0;
}"
193,Write a C++ program to reverse n numbers,"// C++ program to write a c++ program to reverse n numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
194,Generate a C++ template function to reverse two variables of type T,"void reverseArray(int arr[], int n) {
    // TODO: implement reverse logic
}
int main() {
    int arr[10];
    reverseArray(arr, 10);
    return 0;
}"
195,Construct a C++ algorithm to reverse a number using recursion,"int reverse(int n) {
    if (n <= 1) return n;
    return reverse(n - 1) + reverse(n - 2);
}
int main() {
    cout << reverse(5);
    return 0;
}"
196,Design a C++ structure to represent a Book with fields length and breadth,"struct Book {
    // Fields: length and breadth
};"
197,Develop a C++ function to print an array of odd elements,"void printArray(int arr[], int n) {
    // TODO: implement print logic
}
int main() {
    int arr[10];
    printArray(arr, 10);
    return 0;
}"
198,Generate a C++ template function to print two variables of type T,"void printArray(int arr[], int n) {
    // TODO: implement print logic
}
int main() {
    int arr[10];
    printArray(arr, 10);
    return 0;
}"
199,Generate a C++ template function to sum two variables of type T,"void sumArray(int arr[], int n) {
    // TODO: implement sum logic
}
int main() {
    int arr[10];
    sumArray(arr, 10);
    return 0;
}"
200,Write a C++ program to add even numbers,"// C++ program to write a c++ program to add even numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
201,Design a C++ structure to represent a Employee with fields length and breadth,"struct Employee {
    // Fields: length and breadth
};"
202,Develop a C++ function to sort an array of ten elements,"void sortArray(int arr[], int n) {
    // TODO: implement sort logic
}
int main() {
    int arr[10];
    sortArray(arr, 10);
    return 0;
}"
203,Design a C++ structure to represent a Employee with fields radius,"struct Employee {
    // Fields: radius
};"
204,Design a C++ structure to represent a Circle with fields length and breadth,"struct Circle {
    // Fields: length and breadth
};"
205,Design a C++ structure to represent a Point with fields radius,"struct Point {
    // Fields: radius
};"
206,Construct a C++ algorithm to print a number using recursion,"int print(int n) {
    if (n <= 1) return n;
    return print(n - 1) + print(n - 2);
}
int main() {
    cout << print(5);
    return 0;
}"
207,Write a C++ program to subtract two numbers,"// C++ program to write a c++ program to subtract two numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
208,Construct a C++ algorithm to print a number using recursion,"int print(int n) {
    if (n <= 1) return n;
    return print(n - 1) + print(n - 2);
}
int main() {
    cout << print(5);
    return 0;
}"
209,Write a C++ program to divide odd numbers,"// C++ program to write a c++ program to divide odd numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
210,Write a C++ program to reverse ten numbers,"// C++ program to write a c++ program to reverse ten numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
211,Write a C++ snippet that uses a loop to divide the first 14 integers,"for (int i = 1; i <= 14; ++i) {
    // TODO: divide logic
}"
212,Create a C++ class for Employee with withdraw functionality,"class Employee {
private:
    int value;
public:
    void withdraw() {
        // TODO: implement withdraw logic
    }
};"
213,Generate a C++ template function to search two variables of type T,"void searchArray(int arr[], int n) {
    // TODO: implement search logic
}
int main() {
    int arr[10];
    searchArray(arr, 10);
    return 0;
}"
214,Create a C++ class for Rectangle with deposit functionality,"class Rectangle {
private:
    int value;
public:
    void deposit() {
        // TODO: implement deposit logic
    }
};"
215,Design a C++ structure to represent a Rectangle with fields length and breadth,"struct Rectangle {
    // Fields: length and breadth
};"
216,Develop a C++ function to sum an array of ten elements,"void sumArray(int arr[], int n) {
    // TODO: implement sum logic
}
int main() {
    int arr[10];
    sumArray(arr, 10);
    return 0;
}"
217,Develop a C++ function to print an array of ten elements,"void printArray(int arr[], int n) {
    // TODO: implement print logic
}
int main() {
    int arr[10];
    printArray(arr, 10);
    return 0;
}"
218,Develop a C++ function to sort an array of two elements,"void sortArray(int arr[], int n) {
    // TODO: implement sort logic
}
int main() {
    int arr[10];
    sortArray(arr, 10);
    return 0;
}"
219,Create a C++ class for BankAccount with deposit functionality,"class BankAccount {
private:
    int value;
public:
    void deposit() {
        // TODO: implement deposit logic
    }
};"
220,Design a C++ structure to represent a Circle with fields length and breadth,"struct Circle {
    // Fields: length and breadth
};"
221,Write a C++ program to compare two numbers,"// C++ program to write a c++ program to compare two numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
222,Write a C++ snippet that uses a loop to divide the first 14 integers,"for (int i = 1; i <= 14; ++i) {
    // TODO: divide logic
}"
223,Write a C++ program to count n numbers,"// C++ program to write a c++ program to count n numbers
#include <iostream>
using namespace std;
int main() {
    // TODO: implement logic
    return 0;
}"
224,Develop a C++ function to print an array of three elements,"void printArray(int arr[], int n) {
    // TODO: implement print logic
}
int main() {
    int arr[10];
    printArray(arr, 10);
    return 0;
}"
225,Create a C++ class for BankAccount with calculateArea functionality,"class BankAccount {
private:
    int value;
public:
    void calculateArea() {
        // TODO: implement calculateArea logic
    }
};"
226,Generate a C++ template function to sort two variables of type T,"void sortArray(int arr[], int n) {
    // TODO: implement sort logic
}
int main() {
    int arr[10];
    sortArray(arr, 10);
    return 0;
}"
227,Construct a C++ algorithm to search a number using recursion,"int search(int n) {
    if (n <= 1) return n;
    return search(n - 1) + search(n - 2);
}
int main() {
    cout << search(5);
    return 0;
}"
228,Develop a C++ function to print an array of ten elements,"void printArray(int arr[], int n) {
    // TODO: implement print logic
}
int main() {
    int arr[10];
    printArray(arr, 10);
    return 0;
}"
229,Design a C++ structure to represent a Rectangle with fields length and breadth,"struct Rectangle {
    // Fields: length and breadth
};"
230,Construct a C++ algorithm to search a number using recursion,"int search(int n) {
    if (n <= 1) return n;
    return search(n - 1) + search(n - 2);
}
int main() {
    cout << search(5);
    return 0;
}"
231,Write a C++ snippet that uses a loop to divide the first 16 integers,"for (int i = 1; i <= 16; ++i) {
    // TODO: divide logic
}"
232,Create a C++ class for Rectangle with calculateArea functionality,"class Rectangle {
private:
    int value;
public:
    void calculateArea() {
        // TODO: implement calculateArea logic
    }
};"
233,Write a C++ snippet that uses a loop to count the first 6 integers,"for (int i = 1; i <= 6; ++i) {
    // TODO: count logic
}"
234,Write a C++ snippet that uses a loop to divide the first 7 integers,"for (int i = 1; i <= 7; ++i) {
    // TODO: divide logic
}"
235,Design a C++ structure to represent a Point with fields x and y,"struct Point {
    // Fields: x and y
};"
236,Construct a C++ algorithm to print a number using recursion,"int print(int n) {
    if (n <= 1) return n;
    return print(n - 1) + print(n - 2);
}
int main() {
    cout << print(5);
    return 0;
}"
237,Design a C++ structure to represent a Point with fields title and author,"struct Point {
    // Fields: title and author
};"
238,Create a C++ class for Product with calculateArea functionality,"class Product {
private:
    int value;
public:
    void calculateArea() {
        // TODO: implement calculateArea logic
    }
};"
239,Construct a C++ algorithm to sum a number using recursion,"int sum(int n) {
    if (n <= 1) return n;
    return sum(n - 1) + sum(n - 2);
}
int main() {
    cout << sum(5);
    return 0;
}"
240,Develop a C++ function to sort an array of two elements,"void sortArray(int arr[], int n) {
    // TODO: implement sort logic
}
int main() {
    int arr[10];
    sortArray(arr, 10);
    return 0;
}"
241,Develop a C++ function to reverse an array of two elements,"void reverseArray(int arr[], int n) {
    // TODO: implement reverse logic
}
int main() {
    int arr[10];
    reverseArray(arr, 10);
    return 0;
}"
242,Create a C++ class for BankAccount with withdraw functionality,"class BankAccount {
private:
    int value;
public:
    void withdraw() {
        // TODO: implement withdraw logic
    }
};"
243,Design a C++ structure to represent a Rectangle with fields length and breadth,"struct Rectangle {
    // Fields: length and breadth
};"
244,Construct a C++ algorithm to sum a number using recursion,"int sum(int n) {
    if (n <= 1) return n;
    return sum(n - 1) + sum(n - 2);
}
int main() {
    cout << sum(5);
    return 0;
}"
245,Construct a C++ algorithm to print a number using recursion,"int print(int n) {
    if (n <= 1) return n;
    return print(n - 1) + print(n - 2);
}
int main() {
    cout << print(5);
    return 0;
}"
